"","CLIENT.CODE","DISTRICT","CLIENT.TYPE","YEAR","MONTH","MARGIN"
"4774",5556,"MANYANGA","MINI SUPERMAKETS",19,9,3299.0614
"4775",2024,"VOI","SUPERMAKETS",19,9,0
"4776",2024,"VOI","SUPERMAKETS",19,9,8138.0868
"4777",4988,"MTITO ANDEI","SUPERMAKETS",19,9,59585.709
"4778",4988,"MTITO ANDEI","SUPERMAKETS",19,9,1124.1139
"4779",4988,"MTITO ANDEI","SUPERMAKETS",19,9,2265.5511
"4780",4988,"MTITO ANDEI","SUPERMAKETS",19,9,25605.1038
"4781",4988,"MTITO ANDEI","SUPERMAKETS",19,9,5336.0007
"4782",5110,"KASARANI","SUPERMAKETS",19,9,2186.3007
"4783",5110,"KASARANI","SUPERMAKETS",19,9,2207.1384
"4784",5110,"KASARANI","SUPERMAKETS",19,9,1946.0135
"4785",5110,"KASARANI","SUPERMAKETS",19,9,1024.0224
"4786",1192,"MTITO ANDEI","SUPERMAKETS",19,9,1145.5332
"4787",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1505.2284
"4788",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,728.7669
"4789",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,2291.0664
"4790",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1124.1139
"4791",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1065.2552
"4792",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,2787.0535
"4793",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,6598.1228
"4794",4120,"MACHAKOS","SUPERMAKETS",19,9,4610.7355
"4795",4120,"MACHAKOS","SUPERMAKETS",19,9,3457.6866
"4796",4957,"MAUA","SUPERMAKETS",19,9,5061.5875
"4797",4963,"KERUGOYA","SUPERMAKETS",19,9,2638.6525
"4798",4963,"KERUGOYA","SUPERMAKETS",19,9,1356.3478
"4799",4963,"KERUGOYA","SUPERMAKETS",19,9,1219.7274
"4800",2024,"VOI","SUPERMAKETS",19,9,4559.6407
"4801",5110,"KASARANI","SUPERMAKETS",19,9,930.645
"4802",5110,"KASARANI","SUPERMAKETS",19,9,12802.5519
"4803",5142,"MTITO ANDEI","MINI SHOPS",19,9,3182.9859
"4804",5142,"MTITO ANDEI","MINI SHOPS",19,9,35751.4254
"4805",6040,"NAIROBI","MINI SUPERMAKETS",19,9,1065.2552
"4806",6040,"NAIROBI","MINI SUPERMAKETS",19,9,2936.7225
"4807",6040,"NAIROBI","MINI SUPERMAKETS",19,9,1348.7299
"4808",8163,"KILIMANJARO","MINI SUPERMAKETS",19,9,836.527
"4809",4120,"MACHAKOS","SUPERMAKETS",19,9,3413.1054
"4810",4120,"MACHAKOS","SUPERMAKETS",19,9,2697.4598
"4811",5110,"KASARANI","SUPERMAKETS",19,9,333.9402
"4812",5142,"MTITO ANDEI","MINI SHOPS",19,9,5273.4993
"4813",7142,"KASARANI","SHOPS",19,9,1393.0394
"4814",1192,"MTITO ANDEI","SUPERMAKETS",19,9,4673.9799
"4815",2024,"VOI","SUPERMAKETS",19,9,930.645
"4816",2024,"VOI","SUPERMAKETS",19,9,4221.844
"4817",2024,"VOI","SUPERMAKETS",19,9,4574.6796
"4818",2024,"VOI","SUPERMAKETS",19,9,551.5002
"4819",2024,"VOI","SUPERMAKETS",19,9,2523.6452
"4820",4011,"VOI","MINI SHOPS",19,9,1769.9796
"4821",5110,"KASARANI","SUPERMAKETS",19,9,1505.2284
"4822",3045,"KILIMANJARO","MINI SHOPS",19,9,11233.7676
"4823",3045,"KILIMANJARO","MINI SHOPS",19,9,12035.6258
"4824",5110,"KASARANI","SUPERMAKETS",19,9,1319.0939
"4825",5110,"KASARANI","SUPERMAKETS",19,9,1422.3414
"4826",5145,"MANYANGA","MINI SUPERMAKETS",19,9,2453.2761
"4827",5145,"MANYANGA","MINI SUPERMAKETS",19,9,6299.258
"4828",5180,"MANYANGA-MAUA","SHOPS",19,9,302.709
"4829",5180,"MANYANGA-MAUA","SHOPS",19,9,4768.185
"4830",5180,"MANYANGA-MAUA","SHOPS",19,9,1041.775
"4831",2024,"VOI","SUPERMAKETS",19,9,483.2562
"4832",2024,"VOI","SUPERMAKETS",19,9,1372.864
"4833",5110,"KASARANI","SUPERMAKETS",19,9,1124.1139
"4834",5142,"MTITO ANDEI","MINI SHOPS",19,9,792.4474
"4835",5142,"MTITO ANDEI","MINI SHOPS",19,9,9221.471
"4836",5142,"MTITO ANDEI","MINI SHOPS",19,9,12802.5519
"4837",4011,"VOI","MINI SHOPS",19,9,3859.7328
"4838",4011,"VOI","MINI SHOPS",19,9,2439.4548
"4839",5040,"MANYANGA-MAUA","SUPERMAKETS",19,9,527.7305
"4840",5110,"KASARANI","SUPERMAKETS",19,9,1921.6436
"4841",5110,"KASARANI","SUPERMAKETS",19,9,3962.169
"4842",5142,"MTITO ANDEI","MINI SHOPS",19,9,4667.7273
"4843",5180,"MANYANGA-MAUA","SHOPS",19,9,12705.255
"4844",5110,"KASARANI","SUPERMAKETS",19,9,1779.6651
"4845",5145,"MANYANGA","MINI SUPERMAKETS",19,9,396.2169
"4846",2024,"VOI","SUPERMAKETS",19,9,1457.5338
"4847",2024,"VOI","SUPERMAKETS",19,9,1024.0224
"4848",4011,"VOI","MINI SHOPS",19,9,3085.0884
"4849",4011,"VOI","MINI SHOPS",19,9,1103.5692
"4850",4011,"VOI","MINI SHOPS",19,9,1145.5332
"4851",4011,"VOI","MINI SHOPS",19,9,6299.258
"4852",4011,"VOI","MINI SHOPS",19,9,1167.6081
"4853",4963,"KERUGOYA","SUPERMAKETS",19,9,6299.258
"4854",4963,"KERUGOYA","SUPERMAKETS",19,9,648.8245
"4855",4963,"KERUGOYA","SUPERMAKETS",19,9,1219.7274
"4856",4974,"MURANGA","MINI SUPERMAKETS",19,9,527.7305
"4857",5142,"MTITO ANDEI","MINI SHOPS",19,9,438.3448
"4858",4988,"MTITO ANDEI","SUPERMAKETS",19,9,1622.7799
"4859",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,2781.9096
"4860",5145,"MANYANGA","MINI SUPERMAKETS",19,9,9389.136
"4861",5145,"MANYANGA","MINI SUPERMAKETS",19,9,0
"4862",8779,"MANYANGA","WHOLE SALE",19,9,156.4856
"4863",5142,"MTITO ANDEI","MINI SHOPS",19,9,2781.9084
"4864",7142,"KASARANI","SHOPS",19,9,4146.223
"4865",7142,"KASARANI","SHOPS",19,9,4078.697
"4866",5142,"MTITO ANDEI","MINI SHOPS",19,9,13807.7415
"4867",1192,"MTITO ANDEI","SUPERMAKETS",19,9,856.7275
"4868",5110,"KASARANI","SUPERMAKETS",19,9,2112.8585
"4869",5142,"MTITO ANDEI","MINI SHOPS",19,9,2328.5136
"4870",8779,"MANYANGA","WHOLE SALE",19,9,1713.455
"4871",8779,"MANYANGA","WHOLE SALE",19,9,352.9433
"4872",1192,"MTITO ANDEI","SUPERMAKETS",19,9,4146.223
"4873",1192,"MTITO ANDEI","SUPERMAKETS",19,9,16902.868
"4874",1192,"MTITO ANDEI","SUPERMAKETS",19,9,12638.49
"4875",1192,"MTITO ANDEI","SUPERMAKETS",19,9,9862.6725
"4876",5145,"MANYANGA","MINI SUPERMAKETS",19,9,789.0138
"4877",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1830.5945
"4878",4954,"MANYANGA-MAUA","SUPERMAKETS",19,9,5183.671
"4879",5142,"MTITO ANDEI","MINI SHOPS",19,9,4078.697
"4880",5145,"MANYANGA","MINI SUPERMAKETS",19,9,1644.5795
"4881",6977,"VOI","MINI SHOPS",19,9,2328.5136
"4882",7282,"MOMBASA","SUPERMAKETS",19,9,1690.2868
"4883",4759,"MANYANGA","SUPERMAKETS",19,9,421.283
"4884",4759,"MANYANGA","SUPERMAKETS",19,9,394.5069
"4885",5110,"KASARANI","SUPERMAKETS",19,9,6118.0455
"4886",5110,"KASARANI","SUPERMAKETS",19,9,1803.804
"4887",7282,"MOMBASA","SUPERMAKETS",19,9,1098.3567
"4888",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,901.902
"4889",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1020.4818
"4890",8163,"KILIMANJARO","MINI SUPERMAKETS",19,9,422.5717
"4891",5110,"KASARANI","SUPERMAKETS",19,9,1830.5945
"4892",7142,"KASARANI","SHOPS",19,9,300.4875
"4893",1192,"MTITO ANDEI","SUPERMAKETS",19,9,2031.003
"4894",4011,"VOI","MINI SHOPS",19,9,2031.003
"4895",5040,"MANYANGA-MAUA","SUPERMAKETS",19,9,1124.1322
"4896",5110,"KASARANI","SUPERMAKETS",19,9,2345.117
"4897",5142,"MTITO ANDEI","MINI SHOPS",19,9,3712.694
"4898",7282,"MOMBASA","SUPERMAKETS",19,9,1380.1408
"4899",1192,"MTITO ANDEI","SUPERMAKETS",19,9,6251.803
"4900",5142,"MTITO ANDEI","MINI SHOPS",19,9,882.3435
"4901",5110,"KASARANI","SUPERMAKETS",19,9,3643.8336
"4902",1192,"MTITO ANDEI","SUPERMAKETS",19,9,5919.1608
"4903",2024,"VOI","SUPERMAKETS",19,9,815.7394
"4904",5142,"MTITO ANDEI","MINI SHOPS",19,9,3450.352
"4905",1192,"MTITO ANDEI","SUPERMAKETS",19,9,1723
"4906",5142,"MTITO ANDEI","MINI SHOPS",19,9,172.3
"4907",5142,"MTITO ANDEI","MINI SHOPS",19,9,172.1
"4908",5556,"MANYANGA","MINI SUPERMAKETS",19,9,1653.1
"4909",6041,"NAIROBI","SUPERMAKETS",19,9,2475
"4910",6041,"NAIROBI","SUPERMAKETS",19,9,2618.7
"4911",1192,"MTITO ANDEI","SUPERMAKETS",19,9,1320
"4912",1192,"MTITO ANDEI","SUPERMAKETS",19,9,2108
"4913",4759,"MANYANGA","SUPERMAKETS",19,9,208.62
"4914",5142,"MTITO ANDEI","MINI SHOPS",19,9,1046.5
"4915",5145,"MANYANGA","MINI SUPERMAKETS",19,9,4125
"4916",8779,"MANYANGA","WHOLE SALE",19,9,249.75
"4917",8779,"MANYANGA","WHOLE SALE",19,9,264
"4918",4957,"MAUA","SUPERMAKETS",19,9,3281.1
"4919",4957,"MAUA","SUPERMAKETS",19,9,261.87
"4920",1192,"MTITO ANDEI","SUPERMAKETS",19,9,83.25
"4921",2024,"VOI","SUPERMAKETS",19,9,107.62
"4922",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,7920
"4923",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,2618.7
"4924",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,867.5
"4925",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,538.1
"4926",4954,"MANYANGA-MAUA","SUPERMAKETS",19,9,781.86
"4927",4957,"MAUA","SUPERMAKETS",19,9,620.9238
"4928",5110,"KASARANI","SUPERMAKETS",19,9,330.62
"4929",5145,"MANYANGA","MINI SUPERMAKETS",19,9,4162.5
"4930",6977,"VOI","MINI SHOPS",19,9,1175.76
"4931",7282,"MOMBASA","SUPERMAKETS",19,9,83.25
"4932",7282,"MOMBASA","SUPERMAKETS",19,9,2726.5
"4933",7282,"MOMBASA","SUPERMAKETS",19,9,250.8
"4934",1192,"MTITO ANDEI","SUPERMAKETS",19,9,1949.9
"4935",2024,"VOI","SUPERMAKETS",19,9,437.48
"4936",7282,"MOMBASA","SUPERMAKETS",19,9,599.8
"4937",7282,"MOMBASA","SUPERMAKETS",19,9,594
"4938",7282,"MOMBASA","SUPERMAKETS",19,9,942.3
"4939",1192,"MTITO ANDEI","SUPERMAKETS",19,9,60.65
"4940",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,832.5
"4941",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1093.7
"4942",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,727
"4943",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,327.12
"4944",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1308.48
"4945",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1134.96
"4946",4120,"MACHAKOS","SUPERMAKETS",19,9,546.85
"4947",4120,"MACHAKOS","SUPERMAKETS",19,9,3300
"4948",4957,"MAUA","SUPERMAKETS",19,9,425.61
"4949",101,"VOI","SUPERMAKETS",19,9,661.24
"4950",5110,"KASARANI","SUPERMAKETS",19,9,777.75
"4951",5110,"KASARANI","SUPERMAKETS",19,9,2333.25
"4952",8163,"KILIMANJARO","MINI SUPERMAKETS",19,9,255.75
"4953",8163,"KILIMANJARO","MINI SUPERMAKETS",19,9,366.32
"4954",1192,"MTITO ANDEI","SUPERMAKETS",19,9,259.25
"4955",4011,"VOI","MINI SHOPS",19,9,1386
"4956",4011,"VOI","MINI SHOPS",19,9,567
"4957",4011,"VOI","MINI SHOPS",19,9,1204
"4958",4963,"KERUGOYA","SUPERMAKETS",19,9,249.75
"4959",4974,"MURANGA","MINI SUPERMAKETS",19,9,231
"4960",5142,"MTITO ANDEI","MINI SHOPS",19,9,6612.4
"4961",7142,"KASARANI","SHOPS",19,9,2467
"4962",7142,"KASARANI","SHOPS",19,9,3612
"4963",1192,"MTITO ANDEI","SUPERMAKETS",19,9,3335
"4964",1192,"MTITO ANDEI","SUPERMAKETS",19,9,1048.25
"4965",3906,"MANYANGA-MAUA","SHOPS",19,9,693
"4966",4011,"VOI","MINI SHOPS",19,9,660
"4967",1192,"MTITO ANDEI","SUPERMAKETS",19,9,523.25
"4968",2024,"VOI","SUPERMAKETS",19,9,173.5
"4969",4011,"VOI","MINI SHOPS",19,9,333.5
"4970",4120,"MACHAKOS","SUPERMAKETS",19,9,499.5
"4971",5142,"MTITO ANDEI","MINI SHOPS",19,9,3939
"4972",5142,"MTITO ANDEI","MINI SHOPS",19,9,430.5
"4973",5142,"MTITO ANDEI","MINI SHOPS",19,9,218.74
"4974",7282,"MOMBASA","SUPERMAKETS",19,9,328.11
"4975",7282,"MOMBASA","SUPERMAKETS",19,9,785.4
"4976",1192,"MTITO ANDEI","SUPERMAKETS",19,9,1701.75
"4977",4759,"MANYANGA","SUPERMAKETS",19,9,517.5
"4978",4759,"MANYANGA","SUPERMAKETS",19,9,867.5
"4979",4957,"MAUA","SUPERMAKETS",19,9,170.25
"4980",4957,"MAUA","SUPERMAKETS",19,9,173.5
"4981",5142,"MTITO ANDEI","MINI SHOPS",19,9,1048.25
"4982",5145,"MANYANGA","MINI SUPERMAKETS",19,9,2798.7
"4983",8779,"MANYANGA","WHOLE SALE",19,9,73.1
"4984",8779,"MANYANGA","WHOLE SALE",19,9,210.8
"4985",1192,"MTITO ANDEI","SUPERMAKETS",19,9,828
"4986",1192,"MTITO ANDEI","SUPERMAKETS",19,9,453.5
"4987",1192,"MTITO ANDEI","SUPERMAKETS",19,9,2269
"4988",4759,"MANYANGA","SUPERMAKETS",19,9,825
"4989",4759,"MANYANGA","SUPERMAKETS",19,9,451.5
"4990",4957,"MAUA","SUPERMAKETS",19,9,2475
"4991",5142,"MTITO ANDEI","MINI SHOPS",19,9,1001.7
"4992",7142,"KASARANI","SHOPS",19,9,2084
"4993",1192,"MTITO ANDEI","SUPERMAKETS",19,9,0
"4994",1192,"MTITO ANDEI","SUPERMAKETS",19,9,0
"4995",2024,"VOI","SUPERMAKETS",19,9,825
"4996",2024,"VOI","SUPERMAKETS",19,9,283.74
"4997",4011,"VOI","MINI SHOPS",19,9,209.65
"4998",4759,"MANYANGA","SUPERMAKETS",19,9,727
"4999",4759,"MANYANGA","SUPERMAKETS",19,9,261.87
"5000",5142,"MTITO ANDEI","MINI SHOPS",19,9,1320
"5001",5556,"MANYANGA","MINI SUPERMAKETS",19,9,1363.86
"5002",8795,"NAIROBI","MINI SUPERMAKETS",19,9,166.5
"5003",8795,"NAIROBI","MINI SUPERMAKETS",19,9,144.82
"5004",8795,"NAIROBI","MINI SUPERMAKETS",19,9,198.72
"5005",5110,"KASARANI","SUPERMAKETS",19,9,350.498
"5006",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,989.178
"5007",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1236.789
"5008",4954,"MANYANGA-MAUA","SUPERMAKETS",19,9,1379.1384
"5009",4974,"MURANGA","MINI SUPERMAKETS",19,9,197.8356
"5010",5556,"MANYANGA","MINI SUPERMAKETS",19,9,412.263
"5011",5142,"MTITO ANDEI","MINI SHOPS",19,9,3276.0894
"5012",5145,"MANYANGA","MINI SUPERMAKETS",19,9,2159.614
"5013",5110,"KASARANI","SUPERMAKETS",19,9,118.3019
"5014",5110,"KASARANI","SUPERMAKETS",19,9,254.649
"5015",2024,"VOI","SUPERMAKETS",19,9,316.607
"5016",4011,"VOI","MINI SHOPS",19,9,398.6534
"5017",4011,"VOI","MINI SHOPS",19,9,148.9
"5018",2024,"VOI","SUPERMAKETS",19,9,155.8571
"5019",5145,"MANYANGA","MINI SUPERMAKETS",19,9,-119.112
"5020",8779,"MANYANGA","WHOLE SALE",19,9,72.2448
"5021",8779,"MANYANGA","WHOLE SALE",19,9,52.2002
"5022",4011,"VOI","MINI SHOPS",19,9,800.1888
"5023",4011,"VOI","MINI SHOPS",19,9,47.245
"5024",4011,"VOI","MINI SHOPS",19,9,817.3864
"5025",4011,"VOI","MINI SHOPS",19,9,128.4603
"5026",2024,"VOI","SUPERMAKETS",19,9,78.3003
"5027",2024,"VOI","SUPERMAKETS",19,9,425.096
"5028",4011,"VOI","MINI SHOPS",19,9,632.474
"5029",7282,"MOMBASA","SUPERMAKETS",19,9,222.2512
"5030",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,941.1778
"5031",4011,"VOI","MINI SHOPS",19,9,793.21
"5032",4011,"VOI","MINI SHOPS",19,9,867.3432
"5033",5556,"MANYANGA","MINI SUPERMAKETS",19,9,594.9075
"5034",5556,"MANYANGA","MINI SUPERMAKETS",19,9,2125.644
"5035",6977,"VOI","MINI SHOPS",19,9,1400.59
"5036",6977,"VOI","MINI SHOPS",19,9,779.2855
"5037",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,2801.18
"5038",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,316.607
"5039",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,385.3809
"5040",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,856.402
"5041",2904,"MANYANGA-MAUA","SUPERMAKETS",19,9,1028.3329
"5042",2024,"VOI","SUPERMAKETS",19,9,18.6164
"5043",5145,"MANYANGA","MINI SUPERMAKETS",19,9,130.5005
"5044",6040,"NAIROBI","MINI SUPERMAKETS",19,10,464.5
"5045",6040,"NAIROBI","MINI SUPERMAKETS",19,10,49.5
"5046",6072,"MANYANGA","MINI SHOPS",19,10,886
"5047",6072,"MANYANGA","MINI SHOPS",19,10,228.3
"5048",4011,"VOI","MINI SHOPS",19,10,346.2
"5049",4011,"VOI","MINI SHOPS",19,10,684.9
"5050",5556,"MANYANGA","MINI SUPERMAKETS",19,10,886
"5051",5556,"MANYANGA","MINI SUPERMAKETS",19,10,606.75
"5052",5556,"MANYANGA","MINI SUPERMAKETS",19,10,966.5
"5053",5556,"MANYANGA","MINI SUPERMAKETS",19,10,45
"5054",5556,"MANYANGA","MINI SUPERMAKETS",19,10,180
"5055",5556,"MANYANGA","MINI SUPERMAKETS",19,10,986.5617
"5056",1192,"MTITO ANDEI","SUPERMAKETS",19,10,5288.16
"5057",1192,"MTITO ANDEI","SUPERMAKETS",19,10,2559.921
"5058",5110,"KASARANI","SUPERMAKETS",19,10,967.5644
"5059",1192,"MTITO ANDEI","SUPERMAKETS",19,10,2543.468
"5060",1192,"MTITO ANDEI","SUPERMAKETS",19,10,1209.4555
"5061",5110,"KASARANI","SUPERMAKETS",19,10,2599.1424
"5062",5110,"KASARANI","SUPERMAKETS",19,10,3071.9052
"5063",1192,"MTITO ANDEI","SUPERMAKETS",19,10,3175.527
"5064",9945,"KASARANI","MINI SHOPS",19,10,-2365.2204
"5065",1192,"MTITO ANDEI","SUPERMAKETS",19,10,3288.539
"5066",9979,"MANYANGA","MINI SUPERMAKETS",19,10,2509.1052
"5067",9979,"MANYANGA","MINI SUPERMAKETS",19,10,5303.9796
"5068",9979,"MANYANGA","MINI SUPERMAKETS",19,10,2459.8932
"5069",5142,"MTITO ANDEI","MINI SHOPS",19,10,7892.4936
"5070",5110,"KASARANI","SUPERMAKETS",19,10,1905.3162
"5071",5110,"KASARANI","SUPERMAKETS",19,10,527.1148
"5072",5110,"KASARANI","SUPERMAKETS",19,10,0
"5073",5110,"KASARANI","SUPERMAKETS",19,10,825.474
"5074",6041,"NAIROBI","SUPERMAKETS",19,10,701.931
"5075",5110,"KASARANI","SUPERMAKETS",19,10,948.55
"5076",5110,"KASARANI","SUPERMAKETS",19,10,4756
"5077",5142,"MTITO ANDEI","MINI SHOPS",19,10,-2403.149
"5078",5110,"KASARANI","SUPERMAKETS",19,10,2828
"5079",7142,"KASARANI","SHOPS",19,10,2940
"5080",1192,"MTITO ANDEI","SUPERMAKETS",19,10,2900
"5081",5110,"KASARANI","SUPERMAKETS",19,10,-895.5596
"5082",5110,"KASARANI","SUPERMAKETS",19,10,1120
"5083",5556,"MANYANGA","MINI SUPERMAKETS",19,10,588
"5084",5556,"MANYANGA","MINI SUPERMAKETS",19,10,951
"5085",7282,"MOMBASA","SUPERMAKETS",19,10,859.9139
"5086",7282,"MOMBASA","SUPERMAKETS",19,10,358.75
"5087",7282,"MOMBASA","SUPERMAKETS",19,10,121.25
"5088",7282,"MOMBASA","SUPERMAKETS",19,10,308
"5089",7282,"MOMBASA","SUPERMAKETS",19,10,2535
"5090",1192,"MTITO ANDEI","SUPERMAKETS",19,10,0
"5091",1192,"MTITO ANDEI","SUPERMAKETS",19,10,4756
"5092",1192,"MTITO ANDEI","SUPERMAKETS",19,10,1629
"5093",7142,"KASARANI","SHOPS",19,10,3620
"5094",7282,"MOMBASA","SUPERMAKETS",19,10,506.75
"5095",1192,"MTITO ANDEI","SUPERMAKETS",19,10,3510
"5096",6072,"MANYANGA","MINI SHOPS",19,10,788
"5097",5110,"KASARANI","SUPERMAKETS",19,10,609
"5098",1521,"VOI","MINI SHOPS",19,10,1810
"5099",1521,"VOI","MINI SHOPS",19,10,2094.7104
"5100",1521,"VOI","MINI SHOPS",19,10,1764
"5101",5110,"KASARANI","SUPERMAKETS",19,10,2430
"5102",5110,"KASARANI","SUPERMAKETS",19,10,1490
"5103",4759,"MANYANGA","SUPERMAKETS",19,10,2535
"5104",4759,"MANYANGA","SUPERMAKETS",19,10,2048
"5105",5110,"KASARANI","SUPERMAKETS",19,10,660
"5106",1521,"VOI","MINI SHOPS",19,10,1176
"5107",4759,"MANYANGA","SUPERMAKETS",19,10,121.25
"5108",4957,"MAUA","SUPERMAKETS",19,10,121.25
"5109",5142,"MTITO ANDEI","MINI SHOPS",19,10,862.4736
"5110",5893,"MANYANGA","SHOPS",19,10,135.0685
"5111",5142,"MTITO ANDEI","MINI SHOPS",19,10,405.2055
"5112",8779,"MANYANGA","WHOLE SALE",19,10,70.8028
"5113",6040,"NAIROBI","MINI SUPERMAKETS",19,10,68.255
"5114",6040,"NAIROBI","MINI SUPERMAKETS",19,10,393.0045
"5115",6036,"VOI","MINI SUPERMAKETS",19,10,152.57
"5116",6036,"VOI","MINI SUPERMAKETS",19,10,248.93
"5117",6040,"NAIROBI","MINI SUPERMAKETS",19,10,12.045
"5118",6072,"MANYANGA","MINI SHOPS",19,10,340.12
"5119",6072,"MANYANGA","MINI SHOPS",19,10,838.859
"5120",5142,"MTITO ANDEI","MINI SHOPS",19,10,914.687
"5121",5556,"MANYANGA","MINI SUPERMAKETS",19,10,324.888
"5122",4011,"VOI","MINI SHOPS",19,10,243.8038
"5123",6040,"NAIROBI","MINI SUPERMAKETS",19,10,387.4492
"5124",5142,"MTITO ANDEI","MINI SHOPS",19,10,243.8038
"5125",4954,"MANYANGA-MAUA","SUPERMAKETS",19,10,387.4492
"5126",4954,"MANYANGA-MAUA","SUPERMAKETS",19,10,390.251
"5127",5305,"MANYANGA-MAUA","MINI SUPERMAKETS",19,10,-183.948
"5128",6180,"NAIROBI","MINI SUPERMAKETS",19,10,269.5446
"5129",6180,"NAIROBI","MINI SUPERMAKETS",19,10,262.9938
"5130",6180,"NAIROBI","MINI SUPERMAKETS",19,10,387.4492
"5131",8161,"MANYANGA-MAUA","SHOPS",19,10,1619.463
"5132",6041,"NAIROBI","SUPERMAKETS",19,10,525.9876
"5133",6041,"NAIROBI","SUPERMAKETS",19,10,774.8984
"5134",6041,"NAIROBI","SUPERMAKETS",19,10,704.2068
"5135",4937,"MANYANGA-MAUA","MINI SUPERMAKETS",19,10,539.821
"5136",4937,"MANYANGA-MAUA","MINI SUPERMAKETS",19,10,484.483
"5137",5305,"MANYANGA-MAUA","MINI SUPERMAKETS",19,10,518.3856
"5138",5305,"MANYANGA-MAUA","MINI SUPERMAKETS",19,10,3369.964
"5139",5142,"MTITO ANDEI","MINI SHOPS",19,10,5814.081
"5140",1521,"VOI","MINI SHOPS",19,10,2416.1088
"5141",1521,"VOI","MINI SHOPS",19,10,830.9877
"5142",3663,"NAIROBI","MINI SUPERMAKETS",19,10,989.618
"5143",5110,"KASARANI","SUPERMAKETS",19,10,2857.34
"5144",7931,"MTITO ANDEI","SHOPS",19,10,1989.3872
"5145",7931,"MTITO ANDEI","SHOPS",19,10,807.6549
"5146",7931,"MTITO ANDEI","SHOPS",19,10,831.868
"5147",4759,"MANYANGA","SUPERMAKETS",19,10,272.0427
"5148",4011,"VOI","MINI SHOPS",19,10,2371.3872
"5149",4011,"VOI","MINI SHOPS",19,10,1650.2127
"5150",4011,"VOI","MINI SHOPS",19,10,1360.2135
"5151",4011,"VOI","MINI SHOPS",19,10,-152.352
"5152",5110,"KASARANI","SUPERMAKETS",19,10,1754.2257
"5153",5180,"MANYANGA-MAUA","SHOPS",19,10,4892.0345
"5154",1192,"MTITO ANDEI","SUPERMAKETS",19,10,324.909
"5155",1192,"MTITO ANDEI","SUPERMAKETS",19,10,765.444
"5156",1192,"MTITO ANDEI","SUPERMAKETS",19,10,5171.55
"5157",5110,"KASARANI","SUPERMAKETS",19,10,240.9264
"5158",5142,"MTITO ANDEI","MINI SHOPS",19,10,2208.212
"5159",5142,"MTITO ANDEI","MINI SHOPS",19,10,7320.068
"5160",101,"VOI","SUPERMAKETS",19,10,4539.9342
"5161",101,"VOI","SUPERMAKETS",19,10,883.2848
"5162",101,"VOI","SUPERMAKETS",19,10,8378.485
"5163",101,"VOI","SUPERMAKETS",19,10,1691.506
"5164",4011,"VOI","MINI SHOPS",19,10,876.394
"5165",4011,"VOI","MINI SHOPS",19,10,974.0455
"5166",4011,"VOI","MINI SHOPS",19,10,1437.1965
"5167",6040,"NAIROBI","MINI SUPERMAKETS",19,10,382.722
"5168",6040,"NAIROBI","MINI SUPERMAKETS",19,10,445.472
"5169",6072,"MANYANGA","MINI SHOPS",19,10,131.4591
"5170",6072,"MANYANGA","MINI SHOPS",19,10,163.6905
"5171",7282,"MOMBASA","SUPERMAKETS",19,10,697.8072
"5172",7282,"MOMBASA","SUPERMAKETS",19,10,1956.8138
"5173",7282,"MOMBASA","SUPERMAKETS",19,10,64.9818
"5174",101,"VOI","SUPERMAKETS",19,10,574.8786
"5175",4650,"ISIOLO","SHOPS",19,10,1320.1992
"5176",4650,"ISIOLO","SHOPS",19,10,4539.9342
"5177",4650,"ISIOLO","SHOPS",19,10,5027.091
"5178",5145,"MANYANGA","MINI SUPERMAKETS",19,10,220.8212
"5179",5145,"MANYANGA","MINI SUPERMAKETS",19,10,-338.0763
"5180",5145,"MANYANGA","MINI SUPERMAKETS",19,10,677.742
"5181",5886,"VOI","MINI SUPERMAKETS",19,10,-1295.42
