"","CLIENT.CODE","DISTRICT","CLIENT.TYPE","YEAR","MONTH","MARGIN"
"1",7282,"MOMBASA","SUPERMAKETS",19,4,156.2
"2",7282,"MOMBASA","SUPERMAKETS",19,4,49.5
"3",4011,"VOI","MINI SHOPS",19,4,443
"4",5893,"MANYANGA","SHOPS",19,4,311.2
"5",5893,"MANYANGA","SHOPS",19,4,76.5
"6",6036,"VOI","MINI SUPERMAKETS",19,4,195.2505
"7",6036,"VOI","MINI SUPERMAKETS",19,4,81.25
"8",6036,"VOI","MINI SUPERMAKETS",19,4,195.25
"9",7282,"MOMBASA","SUPERMAKETS",19,4,117.1503
"10",7282,"MOMBASA","SUPERMAKETS",19,4,46.745
"11",8779,"MANYANGA","WHOLE SALE",19,4,70.5
"12",8779,"MANYANGA","WHOLE SALE",19,4,24.75
"13",8779,"MANYANGA","WHOLE SALE",19,4,135
"14",7282,"MOMBASA","SUPERMAKETS",19,4,553.969
"15",5110,"KASARANI","SUPERMAKETS",19,4,3314.9406
"16",8163,"KILIMANJARO","MINI SUPERMAKETS",19,4,321.3585
"17",6040,"NAIROBI","MINI SUPERMAKETS",19,4,1104.9802
"18",5110,"KASARANI","SUPERMAKETS",19,4,6647.628
"19",5110,"KASARANI","SUPERMAKETS",19,4,1663.4718
"20",5110,"KASARANI","SUPERMAKETS",19,4,319.6629
"21",5110,"KASARANI","SUPERMAKETS",19,4,3835.9548
"22",4957,"MAUA","SUPERMAKETS",19,4,1107.938
"23",6036,"VOI","MINI SUPERMAKETS",19,4,0
"24",1192,"MTITO ANDEI","SUPERMAKETS",19,4,5539.69
"25",1192,"MTITO ANDEI","SUPERMAKETS",19,4,2082.808
"26",4011,"VOI","MINI SHOPS",19,4,3213.585
"27",5110,"KASARANI","SUPERMAKETS",19,4,1968.7284
"28",5110,"KASARANI","SUPERMAKETS",19,4,1928.151
"29",5110,"KASARANI","SUPERMAKETS",19,4,2358.8058
"30",5110,"KASARANI","SUPERMAKETS",19,4,1281.8052
"31",1192,"MTITO ANDEI","SUPERMAKETS",19,4,3213.585
"32",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,964.0755
"33",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,558.0807
"34",1192,"MTITO ANDEI","SUPERMAKETS",19,4,3281.214
"35",5110,"KASARANI","SUPERMAKETS",19,4,2828
"36",7282,"MOMBASA","SUPERMAKETS",19,4,25.4514
"37",7282,"MOMBASA","SUPERMAKETS",19,4,-28.3864
"38",4120,"MACHAKOS","SUPERMAKETS",19,4,165.74
"39",7282,"MOMBASA","SUPERMAKETS",19,4,572.885
"40",1192,"MTITO ANDEI","SUPERMAKETS",19,4,280
"41",1192,"MTITO ANDEI","SUPERMAKETS",19,4,2828
"42",3045,"KILIMANJARO","MINI SHOPS",19,4,3208
"43",5882,"KILIMANJARO","MINI SUPERMAKETS",19,4,136.5568
"44",5882,"KILIMANJARO","MINI SUPERMAKETS",19,4,1504
"45",1521,"VOI","MINI SHOPS",19,4,1109.3352
"46",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1740
"47",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,50.9028
"48",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1019.25
"49",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,21.4263
"50",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1520.25
"51",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,363.75
"52",5142,"MTITO ANDEI","MINI SHOPS",19,4,546.2272
"53",5142,"MTITO ANDEI","MINI SHOPS",19,4,2602.62
"54",1192,"MTITO ANDEI","SUPERMAKETS",19,4,856.5
"55",1192,"MTITO ANDEI","SUPERMAKETS",19,4,715.3752
"56",1192,"MTITO ANDEI","SUPERMAKETS",19,4,2990
"57",5145,"MANYANGA","MINI SUPERMAKETS",19,4,2940
"58",5145,"MANYANGA","MINI SUPERMAKETS",19,4,1604
"59",6036,"VOI","MINI SUPERMAKETS",19,4,1669.792
"60",7282,"MOMBASA","SUPERMAKETS",19,4,647.5
"61",1521,"VOI","MINI SHOPS",19,4,1669.792
"62",1521,"VOI","MINI SHOPS",19,4,1735.08
"63",4957,"MAUA","SUPERMAKETS",19,4,82.87
"64",4957,"MAUA","SUPERMAKETS",19,4,80.8049
"65",1192,"MTITO ANDEI","SUPERMAKETS",19,4,-5767.536
"66",1192,"MTITO ANDEI","SUPERMAKETS",19,4,-13195.456
"67",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1024
"68",5110,"KASARANI","SUPERMAKETS",19,4,-483.731
"69",6036,"VOI","MINI SUPERMAKETS",19,4,501.5
"70",7142,"KASARANI","SHOPS",19,4,3404
"71",5142,"MTITO ANDEI","MINI SHOPS",19,4,10018.752
"72",5110,"KASARANI","SUPERMAKETS",19,4,3801
"73",5145,"MANYANGA","MINI SUPERMAKETS",19,4,273.1136
"74",6040,"NAIROBI","MINI SUPERMAKETS",19,4,1176
"75",5110,"KASARANI","SUPERMAKETS",19,4,1187.3
"76",4937,"MANYANGA-MAUA","MINI SUPERMAKETS",19,4,667.9168
"77",5110,"KASARANI","SUPERMAKETS",19,4,-2804.0344
"78",5110,"KASARANI","SUPERMAKETS",19,4,-2127.5
"79",5142,"MTITO ANDEI","MINI SHOPS",19,4,1247.3496
"80",5142,"MTITO ANDEI","MINI SHOPS",19,4,16040
"81",5882,"KILIMANJARO","MINI SUPERMAKETS",19,4,770.2232
"82",7282,"MOMBASA","SUPERMAKETS",19,4,1323.75
"83",6977,"VOI","MINI SHOPS",19,4,115.426
"84",6040,"NAIROBI","MINI SUPERMAKETS",19,4,48.1716
"85",7282,"MOMBASA","SUPERMAKETS",19,4,119.93
"86",7282,"MOMBASA","SUPERMAKETS",19,4,132.0968
"87",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,80.286
"88",5145,"MANYANGA","MINI SUPERMAKETS",19,4,106.5854
"89",7282,"MOMBASA","SUPERMAKETS",19,4,213.1345
"90",8779,"MANYANGA","WHOLE SALE",19,4,80.286
"91",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,112.2045
"92",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,541.075
"93",4011,"VOI","MINI SHOPS",19,4,1553.77
"94",7142,"KASARANI","SHOPS",19,4,877.407
"95",7282,"MOMBASA","SUPERMAKETS",19,4,101.6764
"96",4759,"MANYANGA","SUPERMAKETS",19,4,-703.44
"97",7282,"MOMBASA","SUPERMAKETS",19,4,40.146
"98",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,323.2331
"99",4011,"VOI","MINI SHOPS",19,4,323.2331
"100",6040,"NAIROBI","MINI SUPERMAKETS",19,4,174.346
"101",6040,"NAIROBI","MINI SUPERMAKETS",19,4,383.514
"102",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,565.2631
"103",4011,"VOI","MINI SHOPS",19,4,5763.82
"104",5110,"KASARANI","SUPERMAKETS",19,4,0
"105",8779,"MANYANGA","WHOLE SALE",19,4,91.9678
"106",8779,"MANYANGA","WHOLE SALE",19,4,-5500
"107",7142,"KASARANI","SHOPS",19,4,871.73
"108",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,456.291
"109",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,843.6654
"110",7931,"MTITO ANDEI","SHOPS",19,4,323.2331
"111",5142,"MTITO ANDEI","MINI SHOPS",19,4,1445.9781
"112",7931,"MTITO ANDEI","SHOPS",19,4,-231.942
"113",5142,"MTITO ANDEI","MINI SHOPS",19,4,206.5683
"114",1521,"VOI","MINI SHOPS",19,4,2824.376
"115",4957,"MAUA","SUPERMAKETS",19,4,-715.06
"116",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,-750.78
"117",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1689.985
"118",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,481.186
"119",5145,"MANYANGA","MINI SUPERMAKETS",19,4,2824.376
"120",5145,"MANYANGA","MINI SUPERMAKETS",19,4,1170.098
"121",5145,"MANYANGA","MINI SUPERMAKETS",19,4,-115.842
"122",5145,"MANYANGA","MINI SUPERMAKETS",19,4,1528.8205
"123",4011,"VOI","MINI SHOPS",19,4,0
"124",4011,"VOI","MINI SHOPS",19,4,526.4858
"125",4759,"MANYANGA","SUPERMAKETS",19,4,179.3236
"126",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1778.888
"127",4650,"ISIOLO","SHOPS",19,4,1104.106
"128",4759,"MANYANGA","SUPERMAKETS",19,4,121.8861
"129",5110,"KASARANI","SUPERMAKETS",19,4,441.6424
"130",5142,"MTITO ANDEI","MINI SHOPS",19,4,3183.966
"131",5142,"MTITO ANDEI","MINI SHOPS",19,4,1764.15
"132",5145,"MANYANGA","MINI SUPERMAKETS",19,4,547.742
"133",5145,"MANYANGA","MINI SUPERMAKETS",19,4,-480.757
"134",5145,"MANYANGA","MINI SUPERMAKETS",19,4,54.0921
"135",5648,"MTITO ANDEI","SHOPS",19,4,4416.424
"136",7282,"MOMBASA","SUPERMAKETS",19,4,547.742
"137",7282,"MOMBASA","SUPERMAKETS",19,4,1899.8511
"138",7282,"MOMBASA","SUPERMAKETS",19,4,55.3344
"139",5142,"MTITO ANDEI","MINI SHOPS",19,4,7256.188
"140",7282,"MOMBASA","SUPERMAKETS",19,4,314.068
"141",1192,"MTITO ANDEI","SUPERMAKETS",19,4,2105.535
"142",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1527.058
"143",5040,"MANYANGA-MAUA","SUPERMAKETS",19,4,1176.1
"144",5040,"MANYANGA-MAUA","SUPERMAKETS",19,4,344.464
"145",5110,"KASARANI","SUPERMAKETS",19,4,1279.6707
"146",5142,"MTITO ANDEI","MINI SHOPS",19,4,1263.321
"147",5180,"MANYANGA-MAUA","SHOPS",19,4,1343.572
"148",5180,"MANYANGA-MAUA","SHOPS",19,4,3166.4185
"149",5648,"MTITO ANDEI","SHOPS",19,4,537.4288
"150",5882,"KILIMANJARO","MINI SUPERMAKETS",19,4,610.8232
"151",5882,"KILIMANJARO","MINI SUPERMAKETS",19,4,1764.15
"152",7142,"KASARANI","SHOPS",19,4,1093.984
"153",3046,"THIKA","SHOPS",19,4,3887.831
"154",3046,"THIKA","SHOPS",19,4,2208.212
"155",3046,"THIKA","SHOPS",19,4,1104.106
"156",3046,"THIKA","SHOPS",19,4,16158.037
"157",5110,"KASARANI","SUPERMAKETS",19,4,-1714.9425
"158",7992,"KILIMANJARO","MINI SHOPS",19,4,-11122.9625
"159",101,"VOI","SUPERMAKETS",19,4,294.5193
"160",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1204.3465
"161",1192,"MTITO ANDEI","SUPERMAKETS",19,4,2940.25
"162",1192,"MTITO ANDEI","SUPERMAKETS",19,4,14562.528
"163",4011,"VOI","MINI SHOPS",19,4,210.5535
"164",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1615.8037
"165",1192,"MTITO ANDEI","SUPERMAKETS",19,4,220.8212
"166",1192,"MTITO ANDEI","SUPERMAKETS",19,4,157.034
"167",6041,"NAIROBI","SUPERMAKETS",19,4,1095.484
"168",6041,"NAIROBI","SUPERMAKETS",19,4,445.472
"169",4011,"VOI","MINI SHOPS",19,4,1104.106
"170",4011,"VOI","MINI SHOPS",19,4,662.4636
"171",8792,"KITUI","SHOPS",19,4,3887.831
"172",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1711.817
"173",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1050.9397
"174",4211,"PARKLANDS","SUPERMAKETS",19,4,688006.5566
"175",4211,"PARKLANDS","SUPERMAKETS",19,4,143243.688
"176",5110,"KASARANI","SUPERMAKETS",19,4,441.6424
"177",5110,"KASARANI","SUPERMAKETS",19,4,785.17
"178",6040,"NAIROBI","MINI SUPERMAKETS",19,4,198.562
"179",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,203.3376
"180",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,2940.25
"181",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,785.17
"182",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,889.444
"183",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,137.8572
"184",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,80.105
"185",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,991.462
"186",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,397.124
"187",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1064.2
"188",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,481.9199
"189",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,184.448
"190",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,455.232
"191",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,671.5506
"192",4011,"VOI","MINI SHOPS",19,4,198.562
"193",4211,"PARKLANDS","SUPERMAKETS",19,4,226990.029
"194",5110,"KASARANI","SUPERMAKETS",19,4,-132.0024
"195",5142,"MTITO ANDEI","MINI SHOPS",19,4,7274.384
"196",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,73.7792
"197",5142,"MTITO ANDEI","MINI SHOPS",19,4,-2033.7939
"198",5142,"MTITO ANDEI","MINI SHOPS",19,4,3887.831
"199",7282,"MOMBASA","SUPERMAKETS",19,4,67.7354
"200",7282,"MOMBASA","SUPERMAKETS",19,4,-11.0002
"201",8779,"MANYANGA","WHOLE SALE",19,4,94.023
"202",8779,"MANYANGA","WHOLE SALE",19,4,57.4405
"203",8779,"MANYANGA","WHOLE SALE",19,4,344.464
"204",8779,"MANYANGA","WHOLE SALE",19,4,106.42
"205",4120,"MACHAKOS","SUPERMAKETS",19,4,547.742
"206",6036,"VOI","MINI SUPERMAKETS",19,4,90.1535
"207",7282,"MOMBASA","SUPERMAKETS",19,4,6.9493
"208",5142,"MTITO ANDEI","MINI SHOPS",19,4,837.2628
"209",4650,"ISIOLO","SHOPS",19,4,728.1264
"210",4650,"ISIOLO","SHOPS",19,4,1428.918
"211",101,"VOI","SUPERMAKETS",19,4,1766.5696
"212",1192,"MTITO ANDEI","SUPERMAKETS",19,4,198.562
"213",1192,"MTITO ANDEI","SUPERMAKETS",19,4,0
"214",1521,"VOI","MINI SHOPS",19,4,1104.106
"215",1521,"VOI","MINI SHOPS",19,4,4416.424
"216",1521,"VOI","MINI SHOPS",19,4,16158.037
"217",1521,"VOI","MINI SHOPS",19,4,1472.5965
"218",4957,"MAUA","SUPERMAKETS",19,4,109.5484
"219",4957,"MAUA","SUPERMAKETS",19,4,546.992
"220",5145,"MANYANGA","MINI SUPERMAKETS",19,4,532.1
"221",5648,"MTITO ANDEI","SHOPS",19,4,4416.424
"222",6041,"NAIROBI","SUPERMAKETS",19,4,157.6458
"223",6041,"NAIROBI","SUPERMAKETS",19,4,1093.984
"224",6041,"NAIROBI","SUPERMAKETS",19,4,108.1842
"225",6041,"NAIROBI","SUPERMAKETS",19,4,198.562
"226",6041,"NAIROBI","SUPERMAKETS",19,4,1472.5965
"227",7142,"KASARANI","SHOPS",19,4,203.2062
"228",7142,"KASARANI","SHOPS",19,4,516.696
"229",4988,"MTITO ANDEI","SUPERMAKETS",19,4,2940.25
"230",4988,"MTITO ANDEI","SUPERMAKETS",19,4,4133.568
"231",4988,"MTITO ANDEI","SUPERMAKETS",19,4,513.4
"232",4988,"MTITO ANDEI","SUPERMAKETS",19,4,922.24
"233",4988,"MTITO ANDEI","SUPERMAKETS",19,4,948.4
"234",5110,"KASARANI","SUPERMAKETS",19,4,1255.754
"235",5110,"KASARANI","SUPERMAKETS",19,4,1565.4915
"236",1192,"MTITO ANDEI","SUPERMAKETS",19,4,2190.968
"237",1192,"MTITO ANDEI","SUPERMAKETS",19,4,-1714.9425
"238",1192,"MTITO ANDEI","SUPERMAKETS",19,4,360.614
"239",5160,"VOI","MINI SHOPS",19,4,2177.015
"240",5142,"MTITO ANDEI","MINI SHOPS",19,4,3488.804
"241",8163,"KILIMANJARO","MINI SUPERMAKETS",19,4,120
"242",101,"VOI","SUPERMAKETS",19,4,4364.6304
"243",101,"VOI","SUPERMAKETS",19,4,626.1966
"244",1514,"VOI","SHOPS",19,4,9187.7514
"245",1514,"VOI","SHOPS",19,4,5023.5768
"246",5142,"MTITO ANDEI","MINI SHOPS",19,4,3362.544
"247",5142,"MTITO ANDEI","MINI SHOPS",19,4,16158.037
"248",5882,"KILIMANJARO","MINI SUPERMAKETS",19,4,397.124
"249",7124,"THIKA","MINI SHOPS",19,4,-31792.98
"250",7282,"MOMBASA","SUPERMAKETS",19,4,1469.0825
"251",5110,"KASARANI","SUPERMAKETS",19,4,480.534
"252",5110,"KASARANI","SUPERMAKETS",19,4,2547.61
"253",5142,"MTITO ANDEI","MINI SHOPS",19,4,-489.6846
"254",5648,"MTITO ANDEI","SHOPS",19,4,5435.7034
"255",6036,"VOI","MINI SUPERMAKETS",19,4,2138.385
"256",6041,"NAIROBI","SUPERMAKETS",19,4,509.522
"257",5145,"MANYANGA","MINI SUPERMAKETS",19,4,-313.1732
"258",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,118.3814
"259",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,94.6529
"260",4974,"MURANGA","MINI SUPERMAKETS",19,4,431.9228
"261",5142,"MTITO ANDEI","MINI SHOPS",19,4,680.993
"262",1192,"MTITO ANDEI","SUPERMAKETS",19,4,236.7628
"263",1192,"MTITO ANDEI","SUPERMAKETS",19,4,189.3058
"264",1521,"VOI","MINI SHOPS",19,4,2044.6098
"265",1521,"VOI","MINI SHOPS",19,4,1018.0715
"266",7282,"MOMBASA","SUPERMAKETS",19,4,1059.7214
"267",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,2561.3784
"268",6041,"NAIROBI","SUPERMAKETS",19,4,2835.5744
"269",6041,"NAIROBI","SUPERMAKETS",19,4,2153.9469
"270",4011,"VOI","MINI SHOPS",19,4,2978.0691
"271",6036,"VOI","MINI SUPERMAKETS",19,4,3678.1284
"272",7282,"MOMBASA","SUPERMAKETS",19,4,2835.5744
"273",5882,"KILIMANJARO","MINI SUPERMAKETS",19,4,3678.1284
"274",5142,"MTITO ANDEI","MINI SHOPS",19,4,2474.3
"275",7124,"THIKA","MINI SHOPS",19,4,6518.692
"276",7124,"THIKA","MINI SHOPS",19,4,832.166
"277",6977,"VOI","MINI SHOPS",19,4,1076.8512
"278",6977,"VOI","MINI SHOPS",19,4,391.3456
"279",6977,"VOI","MINI SHOPS",19,4,484.7472
"280",6977,"VOI","MINI SHOPS",19,4,436.056
"281",6977,"VOI","MINI SHOPS",19,4,3244.86
"282",6977,"VOI","MINI SHOPS",19,4,1475.981
"283",6977,"VOI","MINI SHOPS",19,4,998.5992
"284",6977,"VOI","MINI SHOPS",19,4,207.5832
"285",8163,"KILIMANJARO","MINI SUPERMAKETS",19,4,242.3736
"286",8163,"KILIMANJARO","MINI SUPERMAKETS",19,4,218.028
"287",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,807.6384
"288",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1485.9235
"289",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1312.964
"290",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,64.8
"291",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,162
"292",5145,"MANYANGA","MINI SUPERMAKETS",19,4,809.5
"293",6036,"VOI","MINI SUPERMAKETS",19,4,474.683
"294",7142,"KASARANI","SHOPS",19,4,4192.1748
"295",7282,"MOMBASA","SUPERMAKETS",19,4,809.5
"296",101,"VOI","SUPERMAKETS",19,4,670
"297",101,"VOI","SUPERMAKETS",19,4,315.09
"298",3045,"KILIMANJARO","MINI SHOPS",19,4,308.61
"299",4759,"MANYANGA","SUPERMAKETS",19,4,306.8604
"300",6040,"NAIROBI","MINI SUPERMAKETS",19,4,380.4736
"301",101,"VOI","SUPERMAKETS",19,4,298.5306
"302",5893,"MANYANGA","SHOPS",19,4,436.056
"303",6036,"VOI","MINI SUPERMAKETS",19,4,269.2128
"304",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1418.9964
"305",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,0
"306",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1247.43
"307",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,22322.3515
"308",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,13.24
"309",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,387.9915
"310",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,898.8
"311",4011,"VOI","MINI SHOPS",19,4,391.3456
"312",4011,"VOI","MINI SHOPS",19,4,654.084
"313",4011,"VOI","MINI SHOPS",19,4,768.4376
"314",4011,"VOI","MINI SHOPS",19,4,147.5862
"315",4011,"VOI","MINI SHOPS",19,4,324.9242
"316",4974,"MURANGA","MINI SUPERMAKETS",19,4,81.6468
"317",4974,"MURANGA","MINI SUPERMAKETS",19,4,121.1868
"318",4974,"MURANGA","MINI SUPERMAKETS",19,4,133.572
"319",5142,"MTITO ANDEI","MINI SHOPS",19,4,91.8274
"320",6036,"VOI","MINI SUPERMAKETS",19,4,848.3076
"321",6036,"VOI","MINI SUPERMAKETS",19,4,1050.9048
"322",6036,"VOI","MINI SUPERMAKETS",19,4,393.8892
"323",8779,"MANYANGA","WHOLE SALE",19,4,205.133
"324",6040,"NAIROBI","MINI SUPERMAKETS",19,4,882.559
"325",6040,"NAIROBI","MINI SUPERMAKETS",19,4,485.2534
"326",6040,"NAIROBI","MINI SUPERMAKETS",19,4,80.855
"327",6040,"NAIROBI","MINI SUPERMAKETS",19,4,6096.2785
"328",101,"VOI","SUPERMAKETS",19,4,1117.6641
"329",4011,"VOI","MINI SHOPS",19,4,2000
"330",4011,"VOI","MINI SHOPS",19,4,225.6295
"331",4011,"VOI","MINI SHOPS",19,4,1059.7254
"332",4011,"VOI","MINI SHOPS",19,4,658.2972
"333",4011,"VOI","MINI SHOPS",19,4,133.7156
"334",4011,"VOI","MINI SHOPS",19,4,668.578
"335",4011,"VOI","MINI SHOPS",19,4,93.5802
"336",4011,"VOI","MINI SHOPS",19,4,124.7736
"337",4211,"PARKLANDS","SUPERMAKETS",19,4,66237
"338",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,587.0184
"339",5145,"MANYANGA","MINI SUPERMAKETS",19,4,519.1518
"340",5142,"MTITO ANDEI","MINI SHOPS",19,4,146.4397
"341",5142,"MTITO ANDEI","MINI SHOPS",19,4,292.8794
"342",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,716.0076
"343",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,28280.552
"344",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,950.749
"345",5040,"MANYANGA-MAUA","SUPERMAKETS",19,4,112.228
"346",5040,"MANYANGA-MAUA","SUPERMAKETS",19,4,818.2944
"347",5040,"MANYANGA-MAUA","SUPERMAKETS",19,4,85.164
"348",5142,"MTITO ANDEI","MINI SHOPS",19,4,1103.95
"349",5145,"MANYANGA","MINI SUPERMAKETS",19,4,307.18
"350",5145,"MANYANGA","MINI SUPERMAKETS",19,4,192.9748
"351",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,44.9954
"352",5040,"MANYANGA-MAUA","SUPERMAKETS",19,4,185.9778
"353",4011,"VOI","MINI SHOPS",19,4,136.4855
"354",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,80.7649
"355",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,166.164
"356",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,748.6448
"357",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,773.4164
"358",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,323.892
"359",6040,"NAIROBI","MINI SUPERMAKETS",19,4,136.4855
"360",6040,"NAIROBI","MINI SUPERMAKETS",19,4,224.724
"361",6040,"NAIROBI","MINI SUPERMAKETS",19,4,138.47
"362",6040,"NAIROBI","MINI SUPERMAKETS",19,4,154.982
"363",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,75.2625
"364",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,1618.3548
"365",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,386.616
"366",4954,"MANYANGA-MAUA","SUPERMAKETS",19,4,271.9158
"367",4974,"MURANGA","MINI SUPERMAKETS",19,4,44.595
"368",6036,"VOI","MINI SUPERMAKETS",19,4,449.543
"369",8779,"MANYANGA","WHOLE SALE",19,4,10.603
"370",7282,"MOMBASA","SUPERMAKETS",19,4,107.2737
"371",6977,"VOI","MINI SHOPS",19,4,326.7024
"372",6977,"VOI","MINI SHOPS",19,4,150.525
"373",7124,"THIKA","MINI SHOPS",19,4,260.1006
"374",7931,"MTITO ANDEI","SHOPS",19,4,96.6336
"375",8779,"MANYANGA","WHOLE SALE",19,4,0
"376",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1709.6125
"377",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,2470.902
"378",4759,"MANYANGA","SUPERMAKETS",19,4,656.3856
"379",7351,"CHOGORIA","INSTITUTIONS",19,4,3517.2776
"380",7282,"MOMBASA","SUPERMAKETS",19,4,2306.3958
"381",1192,"MTITO ANDEI","SUPERMAKETS",19,4,1988.7475
"382",5110,"KASARANI","SUPERMAKETS",19,4,1312.7712
"383",7282,"MOMBASA","SUPERMAKETS",19,4,328.1928
"384",7282,"MOMBASA","SUPERMAKETS",19,4,150.9914
"385",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,961.4771
"386",1192,"MTITO ANDEI","SUPERMAKETS",19,4,961.4771
"387",1192,"MTITO ANDEI","SUPERMAKETS",19,4,3237.747
"388",5110,"KASARANI","SUPERMAKETS",19,4,1187.8005
"389",6036,"VOI","MINI SUPERMAKETS",19,4,301.9828
"390",8779,"MANYANGA","WHOLE SALE",19,4,100.3625
"391",5110,"KASARANI","SUPERMAKETS",19,4,744.2603
"392",5145,"MANYANGA","MINI SUPERMAKETS",19,4,754.957
"393",5145,"MANYANGA","MINI SUPERMAKETS",19,4,961.4771
"394",4120,"MACHAKOS","SUPERMAKETS",19,4,189.9746
"395",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,1191.1054
"396",4937,"MANYANGA-MAUA","MINI SUPERMAKETS",19,4,474.9365
"397",4011,"VOI","MINI SHOPS",19,4,809.9514
"398",4974,"MURANGA","MINI SUPERMAKETS",19,4,301.9828
"399",6040,"NAIROBI","MINI SUPERMAKETS",19,4,17.6736
"400",3045,"KILIMANJARO","MINI SHOPS",19,4,0
"401",5142,"MTITO ANDEI","MINI SHOPS",19,4,10000
"402",5180,"MANYANGA-MAUA","SHOPS",19,4,0
"403",5648,"MTITO ANDEI","SHOPS",19,4,5000
"404",1514,"VOI","SHOPS",19,4,5000
"405",6041,"NAIROBI","SUPERMAKETS",19,4,10000
"406",7282,"MOMBASA","SUPERMAKETS",19,4,-908.05
"407",5145,"MANYANGA","MINI SUPERMAKETS",19,4,-1638.49
"408",4011,"VOI","MINI SHOPS",19,4,5000
"409",5145,"MANYANGA","MINI SUPERMAKETS",19,4,5000
"410",101,"VOI","SUPERMAKETS",19,4,-5000
"411",1521,"VOI","MINI SHOPS",19,4,5000
"412",4957,"MAUA","SUPERMAKETS",19,4,-5000
"413",2904,"MANYANGA-MAUA","SUPERMAKETS",19,4,-5000
"414",4650,"ISIOLO","SHOPS",19,4,5000
"415",7282,"MOMBASA","SUPERMAKETS",19,4,10000
"416",5142,"MTITO ANDEI","MINI SHOPS",19,4,55.5966
"417",5142,"MTITO ANDEI","MINI SHOPS",19,4,549.4584
